Unnamed: 0,sms,spam,Unnamed: 3,sms_processed,tokens
5170,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",True,,fantasy football is back on your tv go to sky gamestar on sky active and play â250k dream team scoring starts on saturday so register nowsky opt out to 88088,"['fantasy', 'football', 'back', 'tv', 'go', 'sky', 'gamestar', 'sky', 'active', 'play', 'â250k', 'dream', 'team', 'scoring', 'starts', 'saturday', 'register', 'nowsky', 'opt', '88088']"
5171,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",True,,fantasy football is back on your tv go to sky gamestar on sky active and play â250k dream team scoring starts on saturday so register nowsky opt out to 88088,"['fantasy', 'football', 'back', 'tv', 'go', 'sky', 'gamestar', 'sky', 'active', 'play', 'â250k', 'dream', 'team', 'scoring', 'starts', 'saturday', 'register', 'nowsky', 'opt', '88088']"
5172,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",False,,   and  picking them up from various points  going 2 yeovil  and they will do the motor project 4 3 hours  and then u take them home  12 2 530 max  very easy,"['picking', 'various', 'points', 'going', '2', 'yeovil', 'motor', 'project', '4', '3', 'hours', 'u', 'take', 'home', '12', '2', '530', 'max', 'easy']"
5173,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,False,,lol i have to take it member how i said my aunt flow didnt visit for 6 months its cause i developed ovarian cysts bc is the only way to shrink them,"['lol', 'take', 'member', 'said', 'aunt', 'flow', 'didnt', 'visit', '6', 'months', 'cause', 'developed', 'ovarian', 'cysts', 'bc', 'way', 'shrink']"
5174,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",False,,also sir i sent you an email about how to log into the usc payment portal ill send you another message that should explain how things are back home have a great weekend,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'ill', 'send', 'another', 'message', 'explain', 'things', 'back', 'home', 'great', 'weekend']"
5175,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,False,,just trying to figure out when im suppose to see a couple different people this week we said wed get together but i didnt set dates,"['trying', 'figure', 'im', 'suppose', 'see', 'couple', 'different', 'people', 'week', 'said', 'wed', 'get', 'together', 'didnt', 'set', 'dates']"
5176,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,False,,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,"['thanks', 'talk', 'saturday', 'dear', 'cherish', 'brother', 'role', 'model']"
5177,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",False,,wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing,"['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'im', 'sorry', 'didnt', 'dont', 'give', 'im', 'sorry', 'offered', 'im', 'sorry', 'room', 'embarassing']"
5178,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",False,,depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2,"['depends', 'quality', 'want', 'type', 'sent', 'boye', 'faded', 'glory', '6', 'want', 'ralphs', 'maybe', '2']"
5179,"Shop till u Drop, IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",True,,shop till u drop is it you either 10k 5k â500 cash or â100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,"['shop', 'till', 'u', 'drop', 'either', '10k', '5k', 'â500', 'cash', 'â100', 'travel', 'voucher', 'call', '09064011000', 'ntt', 'po', 'box', 'cr01327bt', 'fixedline', 'cost', '150ppm', 'mobile', 'vary']"
5180,"Shop till u Drop, IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",True,,shop till u drop is it you either 10k 5k â500 cash or â100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,"['shop', 'till', 'u', 'drop', 'either', '10k', '5k', 'â500', 'cash', 'â100', 'travel', 'voucher', 'call', '09064011000', 'ntt', 'po', 'box', 'cr01327bt', 'fixedline', 'cost', '150ppm', 'mobile', 'vary']"
5181,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,False,,its a valentine game   send dis msg to all ur friends  if 5 answers r d same then someone really loves u ques which colour suits me the bestrply me,"['valentine', 'game', 'send', 'dis', 'msg', 'ur', 'friends', '5', 'answers', 'r', 'someone', 'really', 'loves', 'u', 'ques', 'colour', 'suits', 'bestrply']"
5182,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,False,,its a valentine game   send dis msg to all ur friends  if 5 answers r d same then someone really loves u  ques which colour suits me the best,"['valentine', 'game', 'send', 'dis', 'msg', 'ur', 'friends', '5', 'answers', 'r', 'someone', 'really', 'loves', 'u', 'ques', 'colour', 'suits', 'best']"
5183,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",False,,well the weather in calis great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home,"['well', 'weather', 'calis', 'great', 'complexities', 'great', 'need', 'car', 'move', 'freely', 'taxes', 'outrageous', 'great', 'place', 'sad', 'part', 'missing', 'home']"
5184,they released another Italian one today and it has a cosign option,False,,they released another italian one today and it has a cosign option,"['released', 'another', 'italian', 'one', 'today', 'cosign', 'option']"
5185,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,True,,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750,"['recieve', 'tone', 'within', 'next', '24hrs', 'terms', 'conditions', 'please', 'see', 'channel', 'u', 'teletext', 'pg', '750']"
5186,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",False,,solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,"['solve', 'case', 'man', 'found', 'murdered', 'ltdecimalgt', 'ltgt', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'sleeping', 'murder', 'took', 'place', '4cook', 'cooking', '5gardener', 'picking', 'vegetables', '6housemaid', 'went', '2', 'post', 'office', '7children', 'went', '2', 'play', '8neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'whos', 'reply', 'reason', 'u', 'r', 'brilliant']"
5187,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",False,,solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,"['solve', 'case', 'man', 'found', 'murdered', 'ltdecimalgt', 'ltgt', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'sleeping', 'murder', 'took', 'place', '4cook', 'cooking', '5gardener', 'picking', 'vegetables', '6housemaid', 'went', '2', 'post', 'office', '7children', 'went', '2', 'play', '8neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'whos', 'reply', 'reason', 'u', 'r', 'brilliant']"
5188,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",False,,solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant,"['solve', 'case', 'man', 'found', 'murdered', 'ltdecimalgt', 'ltgt', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'sleeping', 'murder', 'took', 'place', '4cook', 'cooking', '5gardener', 'picking', 'vegetables', '6housemaid', 'went', '2', 'post', 'office', '7children', 'went', '2', 'play', '8neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'whos', 'reply', 'reason', 'u', 'r', 'brilliant']"
5189,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",False,,hiya  have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i dont get statements 4 that acc,"['hiya', 'u', 'paying', 'money', 'account', 'thanks', 'got', 'pleasant', 'surprise', 'checked', 'balance', 'u', 'c', 'dont', 'get', 'statements', '4', 'acc']"
5190,I remain unconvinced that this isn't an elaborate test of my willpower,False,,i remain unconvinced that this isnt an elaborate test of my willpower,"['remain', 'unconvinced', 'isnt', 'elaborate', 'test', 'willpower']"
5191,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, Â£3 per pole. UnSub 08718727870.",True,,5 free top polyphonic tones call 087018728737 national rate get a toppoly tune sent every week just text subpoly to 81618 â3 per pole unsub 08718727870,"['5', 'free', 'top', 'polyphonic', 'tones', 'call', '087018728737', 'national', 'rate', 'get', 'toppoly', 'tune', 'sent', 'every', 'week', 'text', 'subpoly', '81618', 'â3', 'per', 'pole', 'unsub', '08718727870']"
5192,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),False,,sfrom the training manual it show there is no tech processits all about password reset and troubleshooting,"['sfrom', 'training', 'manual', 'show', 'tech', 'processits', 'password', 'reset', 'troubleshooting']"
5193,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,True,,great new offer  double mins  double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt tcs,"['great', 'new', 'offer', 'double', 'mins', 'double', 'txt', 'best', 'orange', 'tariffs', 'get', 'latest', 'camera', 'phones', '4', 'free', 'call', 'mobileupd8', 'free', '08000839402', '2stoptxt', 'tcs']"
